id	score
UB7853C	0.027458478
UB3906B	0.13866366
U642F90	0.12699465
UA7E5FF	0.064965606
UA56468	0.1032064
UA3BFF9	0.14236869
U858412	0.08306558
UB6617E	0.20916313
U56BDF6	0.26970628
UCB2BB6	0.05776192
U5AD3C7	0.4483628
UAE0A12	0.07838955
U6F6A9C	0.07492978
UC2D571	0.64054996
U8C5AA0	0.14171658
UCADECB	0.058013897
U831821	0.5001026
U6EE9C1	0.006042483
UA9624D	0.07079932
UCF2414	0.14141487
U87749B	0.3521025
UD2738F	0.4570001
UCA9671	0.08839482
U8FC47E	0.070755936
UBAB941	0.16262619
U73371A	0.12029859
UA2AC8B	0.037822407
U9CD450	0.18958104
U695738	0.34801698
U6E2875	0.3766345
U579604	0.16384256
U6D1150	0.18230236
UCB332A	0.09806654
UCA32A2	0.03980407
U585FE5	0.06457625
U6D8333	0.15082575
UAE2DD8	0.12199658
U62DDCB	0.107471
U68570C	0.20886296
U5E48F5	0.31705177
UC81157	0.087230794
U6A9AE3	0.15100892
U8C3820	0.12645999
U6714DE	0.19422027
UA3C333	0.13936777
U7219F7	0.13580285
UBE47B3	0.95398134
U8D40D4	0.065955855
U92B49D	0.15585543
U67DFB4	0.070926644
U7B91A6	0.16942774
UA12EE7	0.08129858
U936D87	0.09419084
U7711CF	0.18542452
U9AFBB9	0.08529574
UBBDAC2	0.10097875
U97013B	0.22133899
U590FE7	0.10077065
U8C2045	0.2561146
U8ACAD5	0.095546484
U8FAE52	0.086447254
U867FEC	0.36749494
U90BAE2	0.06388991
UBE2490	0.14528024
UCF1BC3	0.1040189
UA47BAA	0.2613472
U978203	0.061294198
UACFCC0	0.11147187
U5E1426	0.11667808
U9A0471	0.11727536
UB3B621	0.11927499
UA85C47	0.12468919
U8B13E7	0.20868866
U919A9C	0.04136832
U56D861	0.063936874
UB447AD	0.67894846
UB9BBFC	0.08736483
U77563C	0.014370695
U86E5AB	0.11992968
U726BDA	0.1648669
UC3CB60	0.114496514
UA27FA7	0.08243479
U9B386E	0.1452052
UCB29B9	0.119465046
U5AF513	0.22440949
U895580	0.1175164
U876E48	0.037274662
U7AB88A	0.06855224
UA21533	0.99144214
UBA939E	0.03344551
U940CA8	0.23639165
UBBBFE0	0.052582134
U7F1F69	0.089926325
U70992C	0.0843378
UA8B5D6	0.06356779
U747A45	0.24896339
U8C1F6E	0.14761765
U78BFB0	0.23832177
U679817	0.07871913
U8AF838	0.096809745
U8E59E5	0.075235
U7DFC1E	0.10001516
UCEE97C	0.23658966
UC7E1E7	0.31445923
UB5C8BA	0.076259665
U897E24	0.064341806
U7B79C8	0.059590228
U60F007	0.20376803
U9B8D4A	0.17299739
U65F941	0.10846446
UA3A996	0.24088572
UC234B8	0.36029923
UD032E2	0.19449508
UBCD5D9	0.99524695
U8B9B91	0.12115716
U802044	0.06542874
UB382E6	0.026555024
U9B7181	0.792674
U63EA9B	0.061859168
UBC5B2B	0.06784639
U6F75C4	0.11306528
U7534DF	0.21146302
U722A12	0.08456851
U62006F	0.07061351
U7864DD	0.47905108
U8EAD34	0.0153866885
UA280CE	0.067021705
UAA0FCB	0.3774548
U6AAA78	0.096809745
U8EE2C3	0.22859465
UA72C60	0.23732948
UBFF76D	0.080903284
U914A85	0.02652302
U575E4D	0.14872009
U70932A	0.16320692
U934B91	0.15371992
U73B365	0.15440929
UAAFAF5	0.26599857
U6AA8A5	0.10419246
U7B57A8	0.11922107
U981A42	0.98568994
U9724FF	0.046791248
U857D5C	0.09685487
UC05590	0.084089026
UA4F58A	0.03051987
U637F10	0.055760417
U8FA184	0.27114797
UCC7182	0.06610482
U5FF6E9	0.3211025
U8DF45A	0.99430954
U76019C	0.08793037
UA0C7AB	0.1038274
U757C47	0.053999543
U607B98	0.04370158
UAB86DE	0.062362853
UB411E6	0.16527045
U9FF9B9	0.54869056
UBA18B6	0.07133406
U583E66	0.1243565
U5BD36D	0.04143641
U9EF195	0.09942668
UBC6685	0.034723323
U6AFAF5	0.074177876
U78C872	0.07980446
U9484DB	0.03968776
U6A7B3B	0.033490438
U92303E	0.0778087
UAFCCF3	0.09845353
UB80EC8	0.10211347
U7835AD	0.050178852
UA8BC48	0.09117474
UB87D3F	0.0112369135
UBB24BF	0.62095857
U96F20C	0.09570291
U983CF6	0.025857288
UA87380	0.12197419
U721A7F	0.07516916
U63B798	0.12648548
UA1E217	0.111109935
UC54009	0.053643405
U7D1DDB	0.40202743
U796412	0.32872358
UC1C11A	0.09301129
UAAA9E1	0.8836202
UAD98B5	0.124330744
U730513	0.03526471
UA26D57	0.15331091
U739763	0.097002186
U7643D4	0.055485606
UBF164A	0.15794706
U802188	0.07584626
U7F390B	0.02471167
UC0B932	0.0131488135
UCB874C	0.16317868
UBB745C	0.98830754
UD231EA	0.07470422
U8B914D	0.24527921
U7AF869	0.14796585
U8A0DFB	0.7860288
UB09D19	0.10130103
U735316	0.040804245
U5FD3F0	0.12680174
U923D57	0.018387627
U58BB69	0.1987014
U896941	0.012906992
U897B50	0.047028016
U8EA804	0.13815977
U8F9A93	0.008805255
UA46F19	0.18391919
U813CC6	0.14742953
U9A2162	0.036141828
U76BB73	0.3437638
UA97249	0.49618438
UC69160	0.01583014
UAF9B55	0.10006735
UBF99FF	0.106464274
U767B65	0.106464274
UBFDA8B	0.10357718
U986D1B	0.30316064
U92B4DE	0.20881708
U7A3768	0.17974262
U8B124A	0.6481114
U8237ED	0.09296287
U734607	0.29417902
UC2599A	0.07344236
U92F703	0.12559235
U7B64D7	0.104810365
U5BCEC4	0.041903608
U9848BE	0.07398769
UA4FD69	0.16837862
U630CA5	0.2131386
U62BF54	0.021695223
U9FC5E0	0.17994012
UD26720	0.18709241
UA4C1AD	0.10057452
U71DFB8	0.043333378
UAE8122	0.01819593
U5C265E	0.19707942
UB5D9F5	0.22610442
U7524B5	0.09227008
UA10AF7	0.14027892
U5CE2A5	0.08785612
U61B709	0.08177153
U58F1BB	0.07335232
U78DC01	0.99816316
U5F2409	0.09260701
U84B56A	0.034723543
U7528C6	0.20972675
U768F8A	0.0776183
UCA78DD	0.107318915
U92369B	0.017922783
U70C815	0.08431333
U7FB078	0.18883695
UB374F5	0.34123552
UAD1B04	0.06688075
U67AEA0	0.056830678
UCC2931	0.5861879
U6EFAAF	0.9876623
U7F3488	0.121152334
U6CCC45	0.12737058
U58C841	0.30203626
UB9F13B	0.059534926
UB5FE0B	0.29689705
U9E43AD	0.19537751
U6173AF	0.27453923
U680BB8	0.5901888
U4CA7D3	0.1454407
U7BA657	0.08307273
UBAFFE4	0.07569955
U9BB754	0.06032391
UA7DD2A	0.16399856
UA91EF9	0.14233987
U97A29A	0.013759011
UCE9147	0.2327029
UC1FFDD	0.05655467
U80164A	0.26238304
U5C54C7	0.05230552
U59158A	0.21377592
U9C56A7	0.09408452
UB191A0	0.08590388
U6BC92F	0.073009856
U8451BA	0.10221924
U963808	0.08325676
UA15EBE	0.27162617
U9EE28B	0.029269082
U65B9E7	0.06273545
UA5EEB1	0.007669234
U6F0F48	0.07751794
U9858FA	0.0935532
UAFFF72	0.13523895
U543EE2	0.08201364
U9472C5	0.0878119
U72935D	0.17110309
U78B04F	0.034135524
UC36262	0.030396292
U67B237	0.035495505
U8103D8	0.63356733
UC92A34	0.17084572
UC289A6	0.06458478
U681889	0.26461768
UA14EA3	0.085784234
U9F24C0	0.06604766
U9F456C	0.07857374
UBE36B5	0.13280042
U85A0E1	0.103207156
UBC679C	0.023748424
U74EF06	0.14381492
U753D0B	0.05778621
UAA60B7	0.036714222
UBE4E89	0.59238
UA12389	0.053885553
UBFF045	0.07761351
U7762B0	0.2201834
UCE8E7C	0.04749891
U643C10	0.12582356
U6AE685	0.2973114
U638629	0.042309888
UD165EF	0.091128156
UBCAF4D	0.055373035
U9A49B2	0.13913761
U93EE53	0.18718232
U8B8DAC	0.30716974
UAB34C0	0.23266925
U8A81A9	0.074157774
UBDC911	0.102704324
UB22155	0.2613347
UA0E1D4	0.12514585
UA5BE7F	0.12899591
UCD54C2	0.07395322
U681354	0.1213523
UCC1018	0.052976675
U7A35AB	0.47543332
UC21BD3	0.20897293
U6A26E7	0.015511852
U56D068	0.099075004
UB963BB	0.18409643
UB3CF16	0.059659142
U752373	0.06420091
UBCB56B	0.06649403
U8B6E23	0.10212145
UB29F8A	0.04199221
U98C5D4	0.2371822
U742322	0.0941892
U920434	0.08136961
U5B72A9	0.25044242
UA95A98	0.11179616
UCAF3FD	0.033882476
U5EAFB2	0.029105954
UB5874F	0.100590214
U51FA54	0.083888166
U99A0D2	0.15099396
U83518E	0.0842248
U7F639D	0.106244184
U8F3968	0.13661297
UB58DDA	0.097967595
U58E7C4	0.019754974
UCFC162	0.21711159
UA619D9	0.03881498
U868F21	0.015318066
U6E4A38	0.089724556
U9B6EE4	0.10190001
U8403F3	0.31691134
U63C973	0.17591785
U94D354	0.5048423
UCB97E9	0.1528996
UC762E2	0.10396286
U9E5EDC	0.03240933
U5EEE8F	0.059860863
U96B950	0.04688908
UB7D921	0.068005085
UC389A8	0.9842062
UBBF5A1	0.074766666
U57B984	0.36075398
U5DA3E2	0.15664153
U916FA9	0.17767413
U863125	0.102007896
UA53CDC	0.4605995
UBF5BA0	0.049645472
UA70693	0.056703392
U5D8141	0.23299499
U84D93F	0.06478109
U593157	0.15091649
U55E668	0.39844516
U9D8612	0.13682982
UBCEF15	0.0136446105
UBF87F1	0.25527883
U655703	0.037035577
U7ED6D4	0.09748392
UB1F61A	0.31017676
U6CE55F	0.032732457
U7CAF6F	0.20948122
UA22E14	0.19428286
UAFD624	0.13341118
U961B28	0.12044373
U555D59	0.34431124
UBD808C	0.16431357
UCBD12C	0.0043936064
U7E0F85	0.08026385
U91EC4A	0.17536359
U791266	0.25246465
UD18CE4	0.48717624
U89E354	0.007319798
U5DFE8E	0.091739185
UCCB839	0.028822074
U74EE13	0.9758487
U787551	0.063095905
UB6F080	0.9698823
U4BACB0	0.057770174
UA153F6	0.01378346
UD279CF	0.19493376
UC6CB14	0.086257026
U9884F0	0.99238414
U54EB62	0.07698034
UA40ACA	0.0819603
U6CE4CB	0.23314364
U783B34	0.15396239
U7A4C05	0.16805041
U90D1CC	0.52435625
U847650	0.18806766
U59D6F4	0.4225638
U5CDBEA	0.9540304
UB6BD0F	0.7914116
UA17E22	0.9542775
U887B2F	0.13046534
U9DA35E	0.9961398
U918D3A	0.9457017
UB5DBA1	0.9967564
UB25F5E	0.04776087
U69ADC8	0.00094714924
UB31FA8	0.9965115
UD21C9E	0.9969445
U933477	0.98884284
U5FE71A	0.15043364
UC9F2E2	0.61489403
U90EBA7	0.13532443
U7DFA10	0.9817603
U9FD45F	0.19742416
U5BE0D7	0.9383627
UB09E35	0.9964142
UA8F97A	0.32458335
U872ED5	0.91352624
UA3A71E	0.8542893
UA9FEBE	0.092642814
UAF3DAC	0.07393725
U7A0B07	0.046578035
U9D0EDF	0.98259073
U6EF35A	0.15854327
U6955EC	0.043619484
UAF6437	0.98444587
U72D181	0.9493917
U9C8CFA	0.2026643
UCA51CA	0.13816959
U6B3B2F	0.22728142
U91F714	0.9804263
U70A36D	0.19181675
U96EEAA	0.99490935
U6C85DD	0.013770709
UD0169C	0.9838382
U634A02	0.9931598
U7CA3AD	0.063654505
U71B0E7	0.9938466
U9D3568	0.95657545
U6797C0	0.94605744
U956018	0.032592375
UCB4CB0	0.06491577
UBB704D	0.09298566
U5CC4B7	0.9979711
UD2C1AB	0.2499243
U652F06	0.9917571
UB152F1	0.9922701
UB32C82	0.9785195
U87423F	0.9925523
UA6CBCE	0.17552343
U8ED4E8	0.11398073
UB7C235	0.1597379
U8397AB	0.14999837
UAA6A94	0.953501
U68F1C3	0.045187987
U663764	0.9958007
U592BFB	0.15580152
U6595A9	0.9805808
UCF53EA	0.99490935
UABCE7B	0.11731824
U776407	0.9537372
UB713D0	0.98871595
U835E54	0.1722435
U7B5E35	0.9942871
U953D85	0.97612494
UD0AF1F	0.11476687
U6CDAE1	0.11713509
UC3B29A	0.09668678
U96188C	0.9972898
U924FAE	0.13220192
U83DB73	0.9903808
U5CB6A3	0.9893667
U615325	0.9640466
U672FB1	0.3217115
U82F4FB	0.015497986
U8D48D2	0.9948749
UA2DAC2	0.9671659
U9F0F7A	0.120178044
U72181B	0.14166944
U6F55F9	0.98794353
U5C4DE7	0.99732375
UB799AC	0.21362582
UCFD120	0.99227846
U8DF823	0.021174053
UC84E9B	0.9403653
U858CB6	0.03395496
U5A9D76	0.054202642
U942F79	0.03623389
U733451	0.9602044
U6CAE23	0.22967504
U70E773	0.98601127
UB6CE79	0.94391567
U769594	0.9931356
UC3687A	0.99486023
UA2D44C	0.50155896
U969A18	0.9848068
UAC68A1	0.071279615
U73F3D9	0.17551936
UA6900D	0.03597576
U7692F7	0.8747792
U567631	0.08952891
U5099B2	0.99323916
U634CE1	0.060700037
UD1EFB3	0.9830261
UB87708	0.26348203
U544456	0.99624217
U72FCBC	0.16059151
UB8EC89	0.96356356
UB01FEA	0.7132348
U902DC7	0.20108835
U9A2618	0.98263943
UC2FDCD	0.9573473
U710AA9	0.13999283
U8E3299	0.05494274
U598D4D	0.23716989
UC41516	0.10414071
U86E852	0.97739714
UBF89AB	0.12317023
U6A7A89	0.1283762
U5EAB7D	0.29353592
U8579A2	0.9716304
U98D002	0.07417971
UB51936	0.9989386
U7ED637	0.06414787
U9B8CA2	0.9818809
U801543	0.38022774
U6B6176	0.008528136
UC8C5AF	0.9877478
U5B948D	0.20038979
U9CDBBC	0.1317608
U993BCC	0.9944161
U911B6A	0.9861952
UC414FF	0.22713643
UB32342	0.9437423
U94338F	0.8485013
U721B11	0.52864224
U9E37A7	0.6284042
U6093E1	0.34113878
UB62503	0.98695624
UB69542	0.9875894
U884E55	0.18237203
U842FF8	0.96703804
U6AA843	0.14661047
U881AFB	0.99282324
U5FCBC1	0.060191292
U9384BD	0.05353391
U9B2149	0.044453252
UA524BF	0.09077625
U6E6087	0.05518792
U971260	0.22416528
U73598B	0.20095058
U57B2DD	0.9941863
U6B1723	0.99746954
U892C1B	0.9668989
U82169F	0.9963134
U93779F	0.9799825
UA023E0	0.97756994
U8A8AB8	0.059221335
U72D2E0	0.9472395
U623C03	0.05676983
UA2BCE5	0.17652719
U61D9EE	0.17030862
U94A721	0.17479387
U5C9332	0.1262032
U9853E1	0.9947455
U94E3A4	0.119553946
UC4E818	0.108208716
U60B733	0.9978263
U678BB1	0.98858356
U9D99AB	0.05282525
U9B161A	0.7131561
U62D2F2	0.9960586
U5B4D93	0.9339944
UC79973	0.045306366
U7D78AC	0.070028074
UB1D0D6	0.9672021
U83BBD0	0.994699
UAA597A	0.99453604
UADA523	0.2013882
U9CB238	0.99031687
U76C4B3	0.32575536
U56CC33	0.01019206
U7C0258	0.9796357
U7377E8	0.9824598
U5AAB1C	0.039086994
U87D139	0.039932698
U8F0CFB	0.9196857
U574A49	0.7942556
U5D315A	0.35265
UA2200D	0.93834865
UC8D1CB	0.96757954
U978D00	0.21457006
UA0506D	0.020903848
U9C200B	0.9994399
U88C4E0	0.9519546
U891586	0.9771031
UAFCCDA	0.9003264
U849225	0.13426648
UC6F6F7	0.9028388
UBF0C6F	0.9554454
U6AEEEB	0.056043033
U9E4E8C	0.9876266
U5C2F3E	0.9783116
UC8C80B	0.017700281
U81888A	0.26463258
UBBE349	0.9986259
UC6F191	0.9902666
UA1046E	0.13491526
U5662B1	0.9908255
U89CD7C	0.97487825
U9DB000	0.9970772
U84C261	0.19704477
UCFABE3	0.92345744
U559F14	0.12742384
UD0ED7E	0.020039251
UA14131	0.993127
U945E01	0.07386989
UB678F9	0.06378515
U718F30	0.9455916
UAB45C3	0.98277575
UB3D64C	0.2631317
U8AEF53	0.10866027
UA9237A	0.0018378429
U6FD078	0.06025933
U6DE88C	0.9098829
UCCFE1E	0.5814211
UBCED84	0.970426
UA4240C	0.91145265
U7CB779	0.06651462
UA095CC	0.97571236
U9B2107	0.09177868
U7CA30D	0.97986275
UC47884	0.8616849
U747E83	0.15735973
UA018FC	0.9786734
U59EF13	0.20931503
U6C2697	0.027028698
UBA09AF	0.99576306
U7F3F96	0.9891769
UB480F8	0.9776985
UC6FBE1	0.9927785
UA30C9A	0.8173351
U75CC51	0.9864216
U9756D6	0.11556143
U86DBC3	0.9914909
UA1EAE2	0.04442304
UB588E4	0.8166628
U8CC8CB	0.01156724
U74094F	0.20173289
UC3CF80	0.16336006
U6CCE6A	0.9955511
UC9BB5B	0.025067946
UB130B8	0.9653373
UAF0D60	0.112736605
U831702	0.99356836
U5E41D2	0.11022438
U7D0351	0.99729055
U9E958A	0.016904006
U5EF249	0.039271962
U5C96C9	0.1740289
U93F01D	0.0077285105
UA1F600	0.9981394
UBAE0F6	0.99550986
U8BB1B5	0.9158217
UC46D11	0.5823469
U87D410	0.106976196
U6C21B9	0.87432873
UC46AE4	0.9560807
U848167	0.2267589
U77E5AD	0.25057915
U7EC2D5	0.9818432
U500B56	0.20859312
UB6400A	0.14963326
UB5239D	0.9791229
UCCD4AF	0.29452556
U84AC77	0.98504597
U5B9C87	0.23520577
U75C6F2	0.02404498
U84F6D3	0.28791463
U87BA5E	0.031750806
U946FD4	0.045637462
UCD2196	0.7151824
UA124D2	0.96047896
U60FAEC	0.9210173
UAA14AC	0.9950724
UAACBC5	0.1208196
U805D2A	0.123357154
U9B4429	0.109167136
U8EDEDF	0.10524158
U6F4D27	0.02634545
U52B70F	0.9829943
U532C6F	0.9969035
UA9A43F	0.9671094
U6F85FD	0.9518032
U55B3EA	0.018331766
UB8FC09	0.26455104
U684255	0.9856387
U92C314	0.9638279
U5B7996	0.07483363
UC6AE99	0.14133911
UBC740E	0.031834826
U87E79C	0.11943356
U703BCA	0.058419224
U888B8C	0.06745399
U5EA165	0.919067
U69A46E	0.20337048
UC5FB87	0.99341136
UA2A19C	0.0133985095
UC549A9	0.97798353
U55AB66	0.006139308
U84406A	0.056309666
U6F8FAD	0.18682069
U86AF63	0.99904674
U76C1DD	0.92541534
UC87703	0.16121149
U62CEC7	0.9943778
U724225	0.068762094
UA451A1	0.9591932
U54EDCA	0.9467412
U68277B	0.21287447
UAD6A0F	0.9986964
U806D0C	0.056379862
U9C4243	0.070410825
U925178	0.9979772
UB6D1DB	0.1426837
U777618	0.12588571
U7A673B	0.16383742
UB826A6	0.98005337
U7905E2	0.18709753
UB7B8EE	0.21596847
UBAB21E	0.069103956
UC01322	0.019314783
UA77C29	0.08014452
U669396	0.09803789
UCBB09F	0.9969772
U8CA9AF	0.27216765
U58F94C	0.0401867
U6BBAC3	0.06716312
U84B4CA	0.98578656
U858E14	0.008214384
U589A43	0.04160697
UC72801	0.97631013
U960793	0.9584665
U7624B1	0.508187
U7CCCA9	0.9701503
UB1DCFF	0.25844723
UC1F5C5	0.90522796
UCAD0FE	0.14310247
UB0B805	0.99949896
U8C31CF	0.9994318
U957BDF	0.9989519
U77AB34	0.39398184
UAEE5E8	0.977791
UBE7608	0.06818434
U600ACF	0.93812525
UA9EA83	0.11624083
U656E42	0.088758476
UC0334E	0.9676443
U9448DC	0.14567773
UC4D20F	0.91306657
UBDC456	0.8339772
U779448	0.99514574
U93D9F9	0.9881322
U79A838	0.9706993
U6872F5	0.97888744
U8CFF26	0.97867143
U61815A	0.3316516
U6F1963	0.13383175
U572062	0.99766433
U70F331	0.11897571
UC99740	0.9628531
U5813D5	0.09734176
UBC9B38	0.05593102
U5D0ED1	0.72764564
UD2917A	0.9701194
U87364C	0.05909464
U987366	0.027621076
U9583D0	0.99349266
U7690C6	0.9959557
UAF7AF3	0.5037075
UB847E8	0.03529925
U65861B	0.071203105
UD2901F	0.99209166
UB80557	0.15693514
U6F33FB	0.072210856
U84E0A2	0.84247255
U761FE7	0.037565358
U94398E	0.05794966
U6AA6DC	0.08919224
U759C36	0.99269
UB831CE	0.9181567
UB6443E	0.03553237
U9FB162	0.46351382
U5969A8	0.98850274
U6DCC14	0.98719573
U78EC97	0.023119636
UABE001	0.044703268
U835EFA	0.998245
U9E0659	0.9095592
U5DF6B9	0.9860591
U97CC01	0.9942463
U506901	0.08561494
U97CEA1	0.9831281
U97C800	0.06682337
UA51D00	0.08275154
U7D29E4	0.9686762
UC66129	0.04042846
U630E66	0.35525963
U86F065	0.005394818
UCAB935	0.24046825
UB738F9	0.9931288
U80FCFF	0.19230452
U865129	0.5539965
UBF0648	0.065444484
U8D3502	0.031099884
U97825A	0.30169135
U753D88	0.9363203
UA99831	0.15688428
UAC99A6	0.14183745
U5E5A09	0.9768325
UCD4D2C	0.05808921
U6A2F58	0.9942676
U5C2F02	0.9966401
UB31BB4	0.99327564
U5671EA	0.13892646
UCAA2BE	0.103123285
U76DB76	0.9805668
U79C655	0.08509776
U9069C7	0.16076621
U58D10D	0.07063608
U564E54	0.11389486
U6D3F0D	0.9744682
U685D46	0.0680872
U6B109C	0.03737594
U892DE3	0.087279744
U6B7267	0.10765989
U5EA83B	0.29932836
U7785EC	0.6214125
U91697D	0.99489236
U6B9142	0.14424668
UBE5237	0.036019124
U897EC6	0.9348427
UA97F99	0.13836934
U7F4B48	0.99587965
UC19DF9	0.16233614
UC40224	0.023334788
UC70E8E	0.24211845
UB4A820	0.032000873
UA40F9B	0.00750082
U92C55C	0.012643616
U96EA46	0.9920495
U73570E	0.9837406
U55564A	0.9943792
U66D11D	0.9792677
U6271EF	0.007909944
UCAF8AF	0.9420462
U69DE9D	0.072144374
UBC65F3	0.9927751
UA046FA	0.6209212
U849DD9	0.9944119
U6394F7	0.9944553
UBA33E2	0.06520044
UCA8B9D	0.09761098
U957F28	0.9986273
U9B8971	0.68067825
UC6A634	0.9981731
U725EAD	0.99710625
UAEA299	0.022857942
U747569	0.112269185
U63FC10	0.9467367
U76E94D	0.9928181
UAE2E73	0.9881903
U57CCE8	0.9729145
UD21957	0.04403555
U853A2A	0.14690438
UB1C87D	0.9007138
UC86B01	0.88373214
U935A40	0.93475884
U59F118	0.026046414
U5B8579	0.9906943
U7AACA1	0.112051964
UAFE87E	0.99081904
U60A7F7	0.98649096
U96CFDA	0.08515323
U67B2A7	0.15212254
UC1CEF2	0.9981292
U571DD8	0.16893914
U9DB8B1	0.91204137
U59A23C	0.09097052
U8F67E2	0.20214838
U63D105	0.1543138
UCDCB1C	0.9101595
U8A4833	0.15036963
U5A5D3C	0.96827894
U6AAB83	0.075756654
UAF10E9	0.009162828
U6C0EB1	0.9889565
UABA9D5	0.06119007
UC52E40	0.9736555
U788290	0.11060568
UBCCE23	0.049593486
UB15C57	0.9753601
UCDE1ED	0.03020084
UCDCCDC	0.95228755
UA66715	0.9924321
U752C6A	0.91638714
U7B0079	0.9763534
U8AD061	0.07666581
U6ABFC8	0.032711156
U630190	0.041181423
UBEA812	0.73108965
U9BCB9E	0.77174044
U8E2F1E	0.9378172
U64D3A8	0.49347633
UBE8DEC	0.08528584
U84209B	0.8263392
UC0DA06	0.14028399
U8FAF5C	0.17415617
U6A09C3	0.022143371
U7B2784	0.24292065
U9236E5	0.9942139
U895206	0.010029518
UAC5FB2	0.96100456
UCFD9A1	0.9930125
U84A10F	0.99569064
UAE6820	0.0093028685
UBED1CD	0.3570534
